TAB, SODA, YES, 148, 23, .155, 0.000, .0262, .0318, 4, 1, 5.0, 0, 16, 1, ¥, N, N, 2.20, 0.00, 0.000, 1, 12, 3, 5.96, , N, 1.80, .70, .227, 1
TAB, BILL, YES, 148, 22, .149, 0.000, .0008, .0078, 2, 1, 2.0, 0, 16, 1, ¥, N, N, 2.20, 0.00, 0.000, 1, 16, 133, 5.36, N, N, 1.38, .38, .037, 1
TAB, COKE, YES, 148, 14, .095, 0.000, .0365, .0363, 4, 1, 2.0, 0, 16, 1, ¥, N, N, 2.20, 0.00, 0.000, 1, 9, 4, 5.68, , N, 1.57, .71, .047, 1
TAB, DRINK, YES, 148, 8, .054, 0.000, .0542, .0144, 7, 1, 4.0, 0, 16, 1, ¥, N, N, 2.20, 0.00, 0.000, 1, 20, 82, 4.95, G, V, 2.58, .90, .117, 1
TAB, CAN, YES, 148, 7, .047, 0.000, .0060, .0205, 2, 1, 4.0, 2, 16, 1, ¥, N, N, 2.20, 0.00, 0.000, 1, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1
TAB, COLA, NO, 148, 6, .041, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 16, 1, ¥, N, N, 2.20, 0.00, 0.000, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
TAB, BAR, YES, 148, 5, .034, 0.000, 0.0000, .0230, 0, 1, 2.0, 2, 16, 1, ¥, N, N, 2.20, 0.00, 0.000, 1, 13, 82, 6.40, N, N, 2.23, .46, .013, 1
TAB, MONEY, YES, 148, 5, .034, 0.000, .0333, .0023, 3, 1, 2.0, 0, 16, 1, ¥, N, N, 2.20, 0.00, 0.000, 1, 19, 265, 5.77, , N, 1.39, .89, .312, 1
TAB, PULL, YES, 148, 3, .020, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 16, 1, ¥, N, N, 2.20, 0.00, 0.000, 1, 10, 51, 3.40, , V, .67, .67, .318, 1
TAB, TYPEWRITER, YES, 148, 3, .020, 0.000, 0.0000, .0002, 0, 1, 1.0, 1, 16, 1, ¥, N, N, 2.20, 0.00, 0.000, 1, 17, 10, 5.82, , N, 2.38, .31, .007, 1
TAB, BEER, YES, 148, 2, .014, 0.000, .0133, .0119, 3, 1, 2.0, 0, 16, 1, ¥, N, N, 2.20, 0.00, 0.000, 1, 22, 34, 5.83, , N, 2.17, .67, .094, 1
TAB, BOOK, YES, 148, 2, .014, 0.000, .0006, .0008, 2, 1, 1.0, 1, 16, 1, ¥, N, N, 2.20, 0.00, 0.000, 1, 15, 193, 6.09, , N, 1.57, .71, .237, 1
TAB, CHECK, YES, 148, 2, .014, 0.000, .0137, .0145, 2, 1, 3.0, 1, 16, 1, ¥, N, N, 2.20, 0.00, 0.000, 1, 13, 88, 4.38, N, N, 1.00, .39, .020, 1
TAB, POP, YES, 148, 2, .014, 0.000, .0680, .0737, 1, 1, 4.0, 2, 16, 1, ¥, N, N, 2.20, 0.00, 0.000, 1, 15, 8, 3.85, , V, 1.79, .36, .203, 1
TAB, TOTAL, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 16, 1, ¥, N, N, 2.20, 0.00, 0.000, 1, 6, 211, 3.62, , N, 1.67, .33, .070, 1
TAB, WATER, YES, 148, 2, .014, 0.000, .0082, .0090, 1, 1, 1.0, 0, 16, 1, ¥, N, N, 2.20, 0.00, 0.000, 1, 18, 442, 6.27, , N, 2.00, .94, .146, 1
TABLE, CHAIR, YES, 156, 118, .756, .314, .0079, .0031, 2, 1, 2.0, 0, 10, 198, 6.00, , N, .67, .33, .239, 1, 14, 66, 6.12, , N, 2.46, .85, .396, 1
TABLE, CLOTH, YES, 156, 4, .026, .012, 0.0000, 0.0000, 0, 1, 0.0, 0, 10, 198, 6.00, , N, .67, .33, .239, 1, 21, 40, 5.76, , N, 2.90, .52, .089, 1
TABLE, EAT, YES, 156, 4, .026, 0.000, .0022, 0.0000, 1, 1, 0.0, 0, 10, 198, 6.00, , N, .67, .33, .239, 1, 11, 61, 4.75, , N, 1.20, .70, .181, 1
TABLE, DESK, YES, 156, 3, .019, .090, .0144, .2212, 1, 1, 2.0, 1, 10, 198, 6.00, , N, .67, .33, .239, 1, 18, 65, 5.79, , N, 3.17, .33, .013, 1
TABLE, DINNER, YES, 156, 3, .019, 0.000, 0.0000, .0030, 0, 1, 1.0, 1, 10, 198, 6.00, , N, .67, .33, .239, 1, 5, 91, 5.38, , N, 3.40, .60, .336, 1
TABLE, TOP, YES, 156, 3, .019, 0.000, .0020, 0.0000, 1, 1, 0.0, 0, 10, 198, 6.00, , N, .67, .33, .239, 1, 11, 204, 4.31, T, N, .82, .55, .359, 1
TABLE, LEGS, YES, 156, 2, .013, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 10, 198, 6.00, , N, .67, .33, .239, 1, 13, 58, 6.04, , N, 1.18, .46, .311, 1
