GAG, CHOKE, YES, 150, 26, .173, .128, 0.0000, .0005, 1, 2, 1.0, 1, 17, 4, ¥, G, N, 1.07, .13, .023, 1, 16, 9, 3.88, , V, 1.33, .25, .046, 0
GAG, JOKE, YES, 150, 26, .173, 0.000, .0110, .0155, 3, 2, 2.0, 0, 17, 4, ¥, G, N, 1.07, .13, .023, 1, 8, 22, 3.48, , N, 1.00, .57, .057, 1
GAG, GIFT, YES, 150, 11, .073, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 17, 4, ¥, G, N, 1.07, .13, .023, 1, 16, 33, 5.28, , N, 1.50, .50, .200, 1
GAG, MOUTH, YES, 150, 5, .033, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 17, 4, ¥, G, N, 1.07, .13, .023, 1, 19, 103, 5.47, , N, 1.58, .47, .098, 1
GAG, THROW-UP, NO, 150, 5, .033, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 4, ¥, G, N, 1.07, .13, .023, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
GAG, FUNNY, YES, 150, 4, .027, 0.000, .0220, .0198, 2, 2, 2.0, 0, 17, 4, ¥, G, N, 1.07, .13, .023, 1, 17, 41, 3.23, , AJ, 2.67, .60, .133, 1
GAG, PUKE, YES, 150, 4, .027, 0.000, .0040, .0048, 1, 2, 3.0, 1, 17, 4, ¥, G, N, 1.07, .13, .023, 1, 13, 1, ¥, , N, 2.91, .18, .059, 1
GAG, BARF, NO, 150, 3, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 4, ¥, G, N, 1.07, .13, .023, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
GAG, LAUGH, YES, 150, 3, .020, 0.000, .1150, .0110, 2, 2, 2.0, 0, 17, 4, ¥, G, N, 1.07, .13, .023, 1, 8, 28, 4.29, , V, 1.75, .88, .181, 1
GAG, PRANK, YES, 150, 3, .020, .036, 0.0000, .0666, 0, 2, 1.0, 1, 17, 4, ¥, G, N, 1.07, .13, .023, 1, 17, 1, 3.24, , N, 1.50, .25, .007, 1
GAG, VOMIT, YES, 150, 3, .020, 0.000, .0060, .0069, 2, 2, 3.0, 0, 17, 4, ¥, G, N, 1.07, .13, .023, 1, 16, 0, ¥, , V, 3.30, .50, .085, 0
